id,ingreso_txt,sexo_txt,edad,educ,exper,horas,k,formal,situacion,tamano,sector,satisf_txt,urbano,casado,hijos,provincia
291,  604,Mujer,56,14,35,141,3295.85,1,1,2,3,Normal,1,1,4,El Oro
292,"465,11",HOMBRE,64,99,48,115,2145.99,0,3,1,1,Triste,1,1,5,Loja
293,"997,39",mujer,21,16,0,127,909.19,0,3,1,1,Normal,1,0,2,el oro
294,  304,HOMBRE,50,16,28,102,221.29,0,2,1,2,Triste,0,0,0,EL ORO
295,"808,55", Mujer,46,12,26,168,,1,1,3,3,Muy feliz,0,1,0, El Oro
296,972.82,Hombre,55,12,37,186,1169.91,1,1,3,4,Normal,1,0,2,el oro
297,908.41,Hombre,60,9,49,299,7541.28,1,1,1,5,Feliz,0,1,3, Loja
298,"938,57",Hombre,18,13,0,188,,1,1,4,3,Normal,1,0,1,El Oro
299,407.64,HOMBRE,21,5,7,148,3320.7,0,2,1,4,Feliz,1,1,1,Guayas
300,  1082,hombre,37,17,15,151,2331.35,1,1,1,3,Feliz,1,1,1,GUAYAS
301,"848,11",Hombre,20,10,3,119,1799.85,0,3,3,4,Muy feliz,0,0,1, El Oro
302,820.05, Mujer,21,16,0,234,437.33,0,2,4,2,Triste,1,1,1,EL ORO
303,"617,24",Hombre,57,8,41,202,1260.42,0,2,3,4,Normal,1,0,0,AZUAY
304,837.17,hombre,24,7,7,244,920.72,0,3,1,2,Feliz,0,0,0, El Oro
305,"935,19",H,20,14,1,244,1306.96,1,1,2,3,Feliz,1,1,3,el oro
306,855.47,Hombre,23,4,9,156,1779.38,1,1,2,4,Triste,1,0,0, El Oro
307,"1.356,28",mujer,52,12,36,143,4520.7,0,2,1,4,Feliz,1,1,3,Loja
308,464.28,Hombre,50,6,35,187,1482.75,0,3,1,2,Triste,1,1,3,El  Oro
309,569.00,Hombre ,47,13,29,154,1009.61,1,1,2,4,Normal,1,1,3,El  Oro
310,377.11,H,21,4,5,168,354.64,0,2,4,1,Feliz,0,0,3, Loja
311,"705,15",hombre,21,13,3,110,1372.71,1,1,1,4,Muy triste,1,1,2,EL ORO
312,  646,Hombre ,60,10,43,114,1157.08,0,3,3,3,Feliz,1,0,0,AZUAY
313,838.83,H,47,13,28,230,3959.02,1,1,1,5,Normal,0,0,1, El Oro
314,"538,67",Hombre ,36,12,18,169,1227.77,0,2,2,1,Triste,1,1,1,AZUAY
315,"711,03",Hombre,21,14,0,138,1263.94,1,1,1,1,Feliz,1,0,2,el oro
316,"351,36",Hombre ,29,10,11,168,517.86,0,2,2,2,Muy triste,1,0,1, El Oro
317,468.18,hombre,19,99,0,228,395.81,1,1,3,2,Feliz,0,1,0,El  Oro
318,"359,30",HOMBRE,59,7,46,154,1365.84,1,1,1,1,Feliz,0,0,0,El Oro
319,  702,Hombre ,39,9,22,220,995.19,1,1,1,3,Normal,1,1,4,El Oro
320,340.47,Hombre ,51,5,38,90,1501.87,0,3,1,1,Triste,1,0,1,El Oro
321,  725,H,99,7,30,145,1603.63,1,1,2,4,Normal,0,1,3,El  Oro
322,712.79,Hombre,48,13,31,130,4291.59,0,3,2,2,Feliz,0,0,2,Azuay
323,493.09,Hombre ,44,12,28,121,374.07,0,3,2,4,Feliz,1,1,2,EL ORO
324,"517,11",Mujer,64,15,42,158,708.3,0,2,3,4,Feliz,0,1,2,Azuay
325,"558,29",mujer,40,11,25,216,666.75,0,3,1,5,Normal,0,0,0,Guayas
326,"834,41",H,50,16,30,210,1646.15,1,1,2,4,Feliz,1,0,0,El  Oro
327,406.62,HOMBRE,24,15,2,123,203.95,1,1,1,1,Muy feliz,1,1,1, Loja
328,655.14,Mujer,30,14,10,81,1425.43,0,3,2,5,Feliz,1,0,2,EL ORO
329,961.14, Mujer,39,14,21,129,4412.18,0,2,3,4,Muy feliz,1,1,3,El  Oro
330,363.64,mujer,44,4,29,999,438.2,0,2,3,4,Triste,1,1,2, El Oro
331,1312.67, Mujer,28,16,7,145,2182.82,1,1,4,2,Normal,1,0,0,EL ORO
332,  503,M,46,13,26,266,224.69,1,1,1,2,Feliz,1,1,2,AZUAY
333,  1158,Hombre ,25,13,6,140,1463.62,1,1,3,2,Feliz,1,1,3, Loja
334,238.39, Mujer,40,10,26,132,276.88,0,3,1,3,Normal,0,0,2,el oro
335,s/i,Hombre ,31,14,12,195,432.51,1,1,1,3,Normal,1,1,1,EL ORO
336,656.65,Mujer,21,16,1,174,2056.79,1,1,1,3,Normal,1,1,1,EL ORO
337,546.27,H,20,99,0,169,929.3,0,2,4,3,Triste,0,1,0,El Oro
338,"1.006,10",HOMBRE,35,14,17,176,732.22,0,2,3,5,Feliz,1,1,5, El Oro
339,  342,mujer,18,10,0,145,1085.02,0,2,2,3,Feliz,1,1,2,GUAYAS
340,1040.57, Mujer,57,9,43,207,2955.49,0,3,3,3,Normal,1,0,1,LOJA
341,"836,26",MUJER ,54,16,33,144,1089,1,1,2,2,Muy feliz,1,1,1,EL ORO
342,  570,H,55,8,40,122,792.26,0,3,4,3,Normal,1,1,1, Loja
343,762.15,hombre,26,13,6,181,1616.41,0,2,1,4,Normal,1,0,,Azuay
344,s/i,hombre,33,16,14,110,1614.7,0,2,3,1,Feliz,0,0,0,guayas
345,544.63,hombre,51,10,33,142,1118.63,0,2,1,3,Muy feliz,1,0,1, El Oro
346,3135.69,hombre,53,16,30,251,3884.35,0,2,1,3,Muy feliz,1,0,1,GUAYAS
347,"328,34",M,18,11,0,114,861.64,0,2,2,4,Feliz,0,1,2, El Oro
348,497.65,H,32,6,15,125,1245.21,0,2,4,1,Muy triste,0,1,0,GUAYAS
349,  485,Mujer,57,6,41,201,1884.64,0,3,4,2,Muy triste,0,0,0,Azuay
350,1591.34,Mujer,25,14,7,202,1700.8,0,2,4,2,Feliz,1,1,1, El Oro
351,861.78,Hombre,34,15,12,131,400.29,1,1,2,2,Feliz,0,0,0,EL ORO
352,  600,H,62,8,,231,2831.18,1,1,2,2,Feliz,1,1,2,EL ORO
353,"787,37",Hombre,63,15,40,149,1692.36,0,2,1,5,Muy feliz,0,0,0,AZUAY
354,894.41,H,52,14,31,205,1220.19,1,1,1,4,Triste,1,0,0,El  Oro
355,"754,08",Mujer,35,15,11,179,1808.07,1,1,2,2,Feliz,1,0,1, El Oro
356,"552,31",Hombre ,49,5,34,124,2168.83,0,3,1,4,Normal,0,0,0, El Oro
357,"1.200,27",hombre,22,12,4,235,1519.12,1,1,3,4,Feliz,1,1,0, El Oro
358,433.71,MUJER ,40,15,19,138,365.2,1,1,3,5,Feliz,1,0,0,EL ORO
359,  666,M,34,10,15,155,594.53,0,2,3,2,Muy triste,1,1,3,EL ORO
360,"859,03",H,20,10,5,186,2292.23,0,2,4,4,Triste,0,1,3,El Oro
361,1147.98, Mujer,25,13,8,175,6720.05,0,3,3,3,Feliz,0,1,0,Azuay
362,273.64,M,51,6,36,154,476.51,0,2,2,3,Muy triste,0,0,1,el oro
363,"1.465,58",H,31,16,8,132,1446.68,1,1,4,4,Triste,1,0,0,EL ORO
364,"574,49",M,250,14,3,260,373.1,1,1,1,1,Normal,0,0,2,Guayas
365,"499,83",hombre,27,7,11,200,1360.21,0,2,2,3,Muy feliz,1,0,0,El Oro
366,1430.48,H,55,11,37,148,2022.66,0,2,3,5,Normal,0,0,0,El  Oro
367,926.12,Hombre,33,14,16,182,1395.94,0,3,1,1,Normal,1,0,0,guayas
368,"848,66",HOMBRE,33,13,12,128,5815.51,0,2,1,3,Feliz,0,1,2,EL ORO
369,584.41,M,31,10,14,182,3199.51,0,3,1,1,Normal,1,1,1,LOJA
370,"502,13",Hombre ,58,10,38,101,3570.95,0,2,3,1,Muy feliz,1,1,1,Azuay
371,"1.721,15",Hombre ,36,12,18,269,7593.39,1,1,1,5,Feliz,1,1,0,EL ORO
372,  261,HOMBRE,53,2,37,125,477.47,0,2,2,3,Feliz,1,1,4, El Oro
373,702.33,HOMBRE,19,9,4,234,1357.76,0,2,1,1,Muy feliz,0,0,1,guayas
374,  1229,HOMBRE,43,17,21,205,583.77,1,1,3,3,Muy triste,1,0,0,El Oro
375,"472,53",MUJER ,27,8,10,148,1816.04,0,2,1,3,Normal,1,0,0,El  Oro
376,  329,MUJER ,46,7,29,183,388.98,0,2,3,4,Normal,1,1,2,El  Oro
377,923.43,HOMBRE,33,7,17,190,1888.33,0,2,4,3,Feliz,0,0,1,Guayas
378,  196,MUJER ,19,12,3,71,4073.97,0,2,1,2,Normal,1,0,2,Loja
379,  575,mujer,29,8,14,169,1589.8,1,1,1,4,Normal,0,0,2,El Oro
380,"1.369,88",HOMBRE,29,13,11,181,4323.46,0,2,3,5,Muy feliz,1,0,0,AZUAY
381,841.71,MUJER ,31,15,8,214,1701.02,1,1,2,3,Feliz,1,0,1,el oro
382,482.54,H,63,10,,170,807.86,0,2,1,5,Feliz,1,1,2,el oro
383,270.91,H,28,2,13,211,257.21,0,2,1,1,Feliz,0,1,2,El  Oro
384,773.50,Mujer,56,18,31,114,1008.93,0,3,2,3,Triste,1,1,2, Loja
385,"559,71",mujer,19,12,0,112,2758.2,1,1,1,4,Normal,0,0,1,El  Oro
386,1085.85,hombre,63,12,42,175,1738.6,1,1,2,2,Feliz,0,0,0,el oro
387,NA,hombre,62,10,46,150,4706.92,1,1,1,3,Muy feliz,1,1,3, El Oro
388,"1.017,90",HOMBRE,23,10,6,164,4127.52,0,2,2,4,Normal,1,0,0,AZUAY
389,"571,19",H,20,12,2,145,897.77,1,1,3,1,Muy triste,0,1,3,EL ORO
390,1021.28,hombre,63,13,41,174,2331.59,0,3,3,5,Feliz,0,1,0,guayas
391,496.26,Mujer,65,11,50,152,2811.51,1,1,1,4,Normal,1,0,2,AZUAY
392,  748,M,39,9,23,147,1218.94,0,2,2,3,Normal,0,1,1,Guayas
393,230.22,mujer,54,99,36,110,1627.22,0,2,1,3,Muy feliz,1,0,0,El  Oro
394,"789,88",Hombre ,32,12,15,122,5860.86,0,2,3,3,Feliz,1,1,3, El Oro
395,1339.18,M,19,14,0,168,2966.76,1,1,4,3,Normal,0,1,2,AZUAY
396,175.52,MUJER ,63,7,52,124,348.96,0,2,2,5,Muy triste,0,0,2,el oro
397,792.95,H,30,12,10,189,1437.41,0,2,1,1,Feliz,0,1,3,El Oro
398,721.55,Mujer,21,12,3,160,579.06,1,1,4,1,Muy triste,1,0,0, El Oro
399,1971.47,Mujer,34,13,13,190,4284.1,1,1,4,5,Feliz,0,1,1,Azuay
400,NA, Mujer,57,14,35,101,2581.9,1,1,4,2,Feliz,0,1,2,Loja
401,317.97,Hombre,33,9,19,110,286.17,0,3,1,3,Normal,1,1,1,EL ORO
402,  1114,H,39,18,15,163,1353.99,0,2,3,2,Muy feliz,0,1,2,EL ORO
403,,mujer,30,15,10,170,1836.11,1,1,2,5,Normal,1,0,,El Oro
404,"531,80",HOMBRE,29,10,12,999,318.19,0,2,2,1,Normal,0,0,0,GUAYAS
405,"593,62",mujer,18,12,0,205,1865.64,0,3,3,2,Muy triste,0,1,4,el oro
406,NA,HOMBRE,28,17,5,119,364.62,1,1,1,4,Muy feliz,1,0,2,guayas
407,599.61,hombre,43,12,28,155,1032.32,1,1,1,3,Triste,1,0,0,EL ORO
408,"662,42",mujer,60,14,38,181,1075.3,1,1,2,2,Triste,1,1,2,GUAYAS
409,510.13,mujer,18,9,3,223,1465.6,0,2,2,1,Feliz,0,0,1,LOJA
410,"544,21", Mujer,38,13,21,161,1154.03,0,3,4,2,Normal,1,1,3,Loja
411,"568,49",Hombre,19,14,0,159,1560.57,0,3,3,5,Triste,0,0,1,el oro
412,"524,21",hombre,36,99,21,203,700.46,0,3,1,3,Feliz,1,1,2,el oro
413,825.62,MUJER ,65,17,40,151,3990.03,0,2,2,4,Normal,1,1,1,Guayas
414,"1.552,99",MUJER ,51,11,35,177,2809.48,0,3,1,3,Muy feliz,0,1,2,Azuay
415,"380,57", Mujer,44,2,30,291,1903.73,0,2,2,5,Feliz,1,1,1,Loja
416,NA, Mujer,44,4,28,117,4617.67,1,1,1,2,Normal,0,0,2,Guayas
417,  563,Mujer,23,13,5,159,1063.83,0,2,2,5,Triste,1,0,1,AZUAY
418,NA,M,59,3,43,232,2848.98,0,2,2,4,Normal,1,1,0,AZUAY
419,753.08,HOMBRE,35,13,15,158,864.17,0,3,1,5,Triste,0,0,0,El  Oro
420,465.85,M,53,10,37,189,955.11,0,2,3,4,Normal,1,0,2,El  Oro
421,600.69,mujer,40,15,20,249,336.24,0,2,1,2,Muy triste,1,1,0,Azuay
422,  919,H,42,17,18,999,1537.21,1,1,2,5,Triste,1,0,1, Loja
423,"781,63",H,51,17,30,170,621.14,1,1,1,4,Muy feliz,1,0,0,Loja
424,397.52,hombre,34,6,19,186,447.46,0,2,1,3,Normal,0,1,0, El Oro
425,"815,65",H,21,15,0,119,1428.13,1,1,3,1,Normal,1,0,1,guayas
426,1244.54,mujer,47,20,20,999,2058.65,1,1,2,5,Feliz,0,1,2,LOJA
427,"1.112,67", Mujer,52,16,31,131,409.19,1,1,4,5,Muy triste,1,1,0,Guayas
428,"755,29",Mujer,23,15,3,193,680.74,1,1,3,4,Normal,1,0,1,Azuay
429,"1.259,56",HOMBRE,21,16,0,255,1355.91,0,3,3,3,Muy feliz,1,0,0,Loja
430,590.02,HOMBRE,28,16,7,134,802.57,1,1,3,4,Triste,0,0,0, El Oro
431,521.01,Hombre ,28,12,10,173,323.09,1,1,1,3,Triste,0,0,0,El Oro
432,603.16,Hombre,41,13,23,261,693.55,1,1,1,3,Feliz,1,1,5,Azuay
433,"811,22",MUJER ,33,10,17,210,4045.53,0,2,1,3,Normal,1,1,2,Azuay
434,1037.39,Hombre ,31,10,16,187,752.92,0,3,4,3,Normal,1,0,1,el oro
435,  1099,hombre,55,12,34,219,714.39,0,2,2,5,Muy feliz,1,1,0,El  Oro
436,893.54,hombre,40,13,23,222,771.04,0,3,3,3,Feliz,0,0,3, El Oro
437,221.90,mujer,36,7,21,151,906.8,0,2,1,4,Muy feliz,1,1,3,Azuay
438,"943,86",M,47,16,25,111,2489.36,1,1,4,5,Muy triste,1,0,2,LOJA
439,"414,91",hombre,99,10,14,999,416.37,0,2,3,5,Muy feliz,1,0,0,Loja
440,542.08,Hombre,51,6,,999,1381.25,0,2,1,3,Feliz,1,0,1,AZUAY
441,  662,Mujer,56,11,42,227,1340.17,0,3,1,3,Feliz,1,1,0, El Oro
442,1059.77,H,40,18,15,172,1286.63,0,2,1,4,Normal,1,0,1,el oro
443,  682,H,32,12,12,220,1121.6,1,1,2,4,Normal,0,0,1,El Oro
444,892.88,MUJER ,56,99,34,189,1237.06,1,1,1,3,Normal,1,0,0,el oro
445,537.13,hombre,24,12,6,168,798.02,1,1,2,5,Normal,1,0,2,EL ORO
446,  778,Hombre ,53,19,,169,626.3,0,2,4,1,Muy feliz,1,0,0,el oro
447,  1037, Mujer,54,15,34,135,807.12,1,1,4,1,Feliz,0,1,1,AZUAY
448,  357,mujer,61,12,43,134,272.55,1,1,2,5,Feliz,1,0,0,el oro
449,s/i,MUJER ,37,15,16,188,5059.25,0,3,2,3,Normal,0,1,2,El Oro
450,809.40,hombre,32,11,15,188,1823.81,0,2,2,3,Muy feliz,1,1,2,EL ORO
451,  1456,hombre,55,19,28,153,609.65,0,2,4,2,Normal,0,1,1,LOJA
452,814.61,Hombre ,29,10,14,187,2152.7,1,1,1,4,Muy feliz,1,1,2,El  Oro
453,"820,04", Mujer,29,15,7,205,1365.08,1,1,1,2,Normal,1,0,0, El Oro
454,"722,11",Mujer,64,15,42,222,695.9,1,1,1,5,Triste,0,1,3,El Oro
455,"915,99",HOMBRE,19,14,0,110,8660.3,1,1,1,5,Muy feliz,1,0,3,EL ORO
456,"767,49",Hombre,26,19,2,208,497.63,0,2,1,3,Muy feliz,0,0,0,Loja
457,,Hombre,59,14,41,164,1003.24,1,1,1,2,Normal,0,0,0,EL ORO
458,222.58,mujer,19,2,3,150,475.63,0,2,2,4,Muy triste,1,0,1,El Oro
459,  461,Hombre ,49,13,29,144,349.13,0,2,1,4,Normal,0,0,0,Loja
460,"1.293,49",hombre,38,16,15,197,2793.76,1,1,2,5,Normal,0,1,3, El Oro
461,540.51,H,31,12,13,234,1565.53,0,2,1,5,Feliz,1,1,3, Loja
462,974.18,M,31,14,13,245,875.52,1,1,2,3,Triste,1,1,3,Loja
463,457.14,mujer,27,5,15,166,2142.61,0,2,3,2,Normal,1,0,2,El  Oro
464,"1.762,10",H,52,10,36,176,10359.57,0,2,2,1,Normal,1,0,1,el oro
465,"847,26",HOMBRE,30,12,14,159,1515.47,0,2,1,2,Normal,1,0,0,Azuay
466,"707,23",Hombre ,59,10,43,167,2629.85,1,1,1,1,Feliz,0,1,0,el oro
467,"1.212,12",H,23,13,4,249,2234.36,0,3,1,3,Normal,0,0,2, El Oro
468,431.96,Hombre ,44,6,27,211,453.26,0,2,1,3,Normal,0,0,0, El Oro
469,839.22,hombre,47,6,35,129,3715.11,0,3,4,2,Muy feliz,1,1,1,Guayas
470,759.48,Hombre,20,14,0,176,1118.91,1,1,1,1,Muy triste,1,1,0, El Oro
471,"657,93",H,42,13,26,172,2140.45,1,1,1,5,Triste,1,0,1,El  Oro
472,293.22,M,30,10,15,124,259.35,1,1,1,2,Triste,1,0,0,El Oro
473,1085.04,Hombre,39,11,23,197,2812.27,1,1,2,1,Muy feliz,1,1,2,Azuay
474,512.25,Hombre ,40,7,23,120,1598.7,0,2,2,3,Muy feliz,1,1,1,El Oro
475,"534,09",Mujer,29,16,7,189,806.53,0,3,2,2,Feliz,0,0,0,AZUAY
476,623.31,HOMBRE,19,99,0,128,481.76,1,1,4,4,Muy feliz,1,0,0,Guayas
477,"591,07",hombre,32,6,19,135,822.75,1,1,3,3,Feliz,1,1,3,El  Oro
478,"425,91",MUJER ,29,14,8,162,432.97,1,1,3,5,Muy feliz,1,0,0,EL ORO
479,669.88,Mujer,31,10,14,143,957.57,0,3,1,1,Triste,1,1,2,Guayas
480,"684,60",M,50,18,25,81,4687.91,1,1,1,3,Triste,1,1,1,Guayas
481,602.45,Mujer,56,11,38,190,1632.85,0,3,2,4,Muy triste,1,0,1,Guayas
482,"423,04",Mujer,49,9,35,232,639.72,0,2,1,5,Muy feliz,1,1,2,EL ORO
483,  528,MUJER ,64,14,45,171,2328.74,1,1,1,5,Normal,1,1,2,El  Oro
484,  523,H,55,14,37,156,600.69,0,2,1,3,Normal,1,1,0, El Oro
485,  369,Hombre ,18,13,0,123,504.79,1,1,1,1,Feliz,1,0,2,guayas
486,"735,02",MUJER ,22,9,8,215,2983.99,0,2,3,4,Feliz,0,0,3,El  Oro
487,420.60,Mujer,39,18,16,30,1775.03,0,2,4,3,Feliz,0,0,2, El Oro
488,"942,26", Mujer,52,13,34,192,902.8,0,3,4,5,Feliz,1,1,0, El Oro
489,864.50,hombre,29,14,8,143,3262.56,0,2,1,4,Normal,0,0,1, El Oro
490,  1241,HOMBRE,50,14,27,228,777.28,1,1,3,3,Feliz,1,1,2,AZUAY
491,603.74,HOMBRE,42,14,20,115,,1,1,1,1,Muy feliz,1,1,2, Loja
492,387.80,MUJER ,24,9,8,135,696.32,0,2,2,1,Normal,0,0,0,El  Oro
493,"728,63",hombre,51,9,36,137,1824.89,1,1,1,3,Muy feliz,0,1,1,El Oro
494,666.86,Mujer,25,13,7,189,1460.85,0,2,1,3,Muy feliz,0,0,0,El Oro
495,980.56,MUJER ,60,5,46,201,2929.14,0,3,3,4,Triste,1,1,0,Guayas
496,"1.070,74",hombre,41,14,19,163,1847.11,0,2,3,2,Triste,1,0,1,Azuay
497,  820,hombre,65,10,48,210,1457.21,1,1,4,3,Muy feliz,1,1,3,El  Oro
498,822.09,HOMBRE,20,15,2,198,833.57,1,1,1,1,Muy triste,1,0,0,El Oro
499,"934,88",mujer,43,14,22,172,5560.46,1,1,1,2,Muy feliz,0,1,2,Guayas
500,385.42,Hombre,27,5,13,190,7265.71,0,2,1,4,Triste,0,1,3,Loja
501,,Hombre,26,7,10,140,902.44,0,2,1,3,Normal,1,1,4,el oro
502,"470,46",Hombre,25,7,9,144,2237.95,1,1,1,2,Normal,0,0,1, El Oro
503,416.92,Mujer,61,6,46,181,645.61,0,2,3,1,Muy feliz,0,1,3, El Oro
504,"743,86",hombre,18,9,2,163,502.1,0,2,4,3,Muy triste,1,0,1,EL ORO
505,559.64,Mujer,32,16,13,168,149.57,1,1,1,1,Triste,1,0,1,Loja
506,968.21, Mujer,28,17,4,242,2507.14,0,3,1,4,Feliz,1,0,0,Loja
507,"514,36",Hombre,22,13,3,202,661.92,0,3,2,4,Normal,1,1,0, Loja
508,334.81,Hombre ,26,12,10,107,650.08,1,1,4,2,Normal,0,0,0,el oro
509,458.64,M,18,10,4,145,2298.79,0,2,1,1,Muy feliz,1,1,2,Azuay
510,933.18,HOMBRE,54,12,37,163,747.28,0,2,3,3,Muy feliz,1,0,1,el oro
511,653.43,HOMBRE,18,12,1,207,244.06,1,1,1,2,Feliz,1,0,0,Loja
512,"601,20",hombre,35,10,18,215,497.5,1,1,1,1,Feliz,1,1,1,Guayas
513,955.55,HOMBRE,46,5,29,186,7878.02,0,3,3,1,Feliz,1,0,1, El Oro
514,504.96,H,48,12,30,107,908.93,0,2,2,4,Feliz,0,0,1,EL ORO
515,"387,46",MUJER ,21,99,0,165,,0,2,2,1,Muy feliz,1,0,2,AZUAY
516,  851,HOMBRE,18,13,0,184,2190.75,1,1,3,4,Muy triste,1,0,1,el oro
517,386.19,MUJER ,19,8,6,149,2329.1,0,2,1,3,Normal,1,0,0,el oro
518,381.20,M,20,10,2,171,633.35,0,2,2,4,Muy feliz,1,0,0,el oro
519,"527,86",Mujer,21,14,4,198,1895.4,0,3,1,4,Normal,0,0,0,El Oro
520,1598.30,HOMBRE,54,16,32,201,13719.87,1,1,1,1,Normal,1,1,3,el oro
521,1076.10,Hombre,19,14,0,104,2768.02,0,2,4,5,Muy feliz,1,1,2,El Oro
522,,MUJER ,64,15,45,115,815.58,1,1,4,1,Muy triste,0,0,0,guayas
523,  490,Hombre ,52,9,36,999,1478.58,1,1,1,3,Normal,0,0,0,Azuay
524,979.35,MUJER ,49,15,,191,870.33,1,1,1,3,Muy triste,1,1,3,el oro
525,"587,56",Hombre,27,7,12,196,1196.13,0,2,1,3,Triste,1,1,5,LOJA
526,"774,57",MUJER ,53,11,35,159,544.19,1,1,3,4,Feliz,0,0,1,EL ORO
527,740.47,HOMBRE,65,13,45,187,1283.06,0,3,4,5,Feliz,0,0,2,El  Oro
528,869.78,H,42,13,23,181,1776.77,0,3,3,1,Muy feliz,1,1,4,Azuay
529,739.54, Mujer,35,14,13,151,1615.92,1,1,1,1,Normal,0,1,3, El Oro
530,"745,55",hombre,21,11,4,247,462.04,0,2,2,3,Muy feliz,0,0,2,EL ORO
531,634.93,H,26,12,6,198,1073.32,1,1,2,1,Normal,1,1,3,El Oro
532,"706,99",H,30,18,8,237,935.46,1,1,1,5,Feliz,1,0,2, El Oro
533,"383,57",MUJER ,60,11,44,189,564.62,1,1,2,1,Normal,1,1,1,EL ORO
534,369.96, Mujer,59,10,43,127,603.89,1,1,4,1,Normal,1,0,0,Loja
535,574.08,H,23,6,7,178,1266.61,0,2,3,3,Muy feliz,1,0,0,Guayas
536,1707.26,H,26,12,11,201,1182.74,1,1,3,3,Muy feliz,1,1,1, El Oro
537,616.98,mujer,31,99,15,202,866.82,0,2,1,1,Feliz,0,1,2,AZUAY
538,"285,62",M,19,11,3,169,509.18,0,3,2,3,Feliz,1,0,0,AZUAY
539,  843,hombre,39,15,14,147,1353.15,1,1,4,5,Muy feliz,1,0,0,El  Oro
540,646.37,M,37,11,21,109,1138.3,0,2,2,1,Triste,0,1,1,El  Oro
541,1042.96,HOMBRE,50,18,24,171,2294,1,1,1,1,Normal,1,1,2,AZUAY
542,602.69,Hombre,31,8,17,216,2018.57,0,2,3,4,Muy feliz,0,1,1,El Oro
543,"466,90",Mujer,36,6,20,155,1609.49,0,2,2,5,Normal,1,1,3,GUAYAS
544,  649, Mujer,38,13,20,122,3194.23,0,2,1,1,Normal,0,1,3, El Oro
545,428.92,Mujer,31,11,14,157,478.59,0,2,2,2,Normal,0,1,2,Guayas
546,939.36,M,19,14,0,179,3460.06,1,1,1,4,Feliz,1,0,1,El Oro
547,736.30,hombre,61,12,42,182,1114.85,1,1,1,4,Normal,1,0,1,Loja
548,427.79,MUJER ,27,12,6,160,503.86,0,3,2,4,Muy triste,0,0,0,EL ORO
549,"466,17",mujer,25,99,4,200,257.47,0,2,1,1,Normal,0,1,0, El Oro
550,"498,85",Mujer,22,8,9,151,1910.81,0,3,2,2,Muy triste,0,0,0,guayas
551,NA,Mujer,44,4,28,198,1024.73,0,2,3,1,Triste,0,0,3,guayas
552,"854,70",Hombre,38,16,13,189,1210.27,0,2,1,4,Feliz,1,0,0,Loja
553,"1.389,10",Hombre ,51,14,34,126,4704.63,1,1,2,4,Triste,1,0,0,El  Oro
554,765.34,MUJER ,64,17,38,145,854.43,1,1,1,2,Muy feliz,1,1,2,EL ORO
555,1232.06,hombre,46,15,23,167,1587.87,1,1,1,3,Triste,0,1,3,El  Oro
556,860.94,M,31,99,16,123,1759.07,0,2,4,4,Triste,1,0,0,El  Oro
557,881.99,,45,13,24,137,1624.24,1,1,1,4,Muy triste,1,1,2,EL ORO
558,"738,60",H,54,17,31,161,1166.96,1,1,1,4,Muy feliz,0,0,0,Loja
559,"744,51",Hombre,22,13,2,114,2029.26,1,1,1,2,Normal,1,1,2,guayas
560,762.85,hombre,33,17,9,195,485.81,0,3,4,4,Feliz,1,0,2,Azuay
561,"347,33",M,30,14,9,125,298.32,0,3,1,5,Triste,1,1,1,el oro
562,1789.18,hombre,31,16,6,999,789.84,0,2,4,5,Normal,1,0,0,el oro
563,513.16,Hombre,48,12,30,158,1229.16,0,2,1,3,Normal,1,1,0,Azuay
564,428.54,Hombre,59,11,44,167,504.4,1,1,4,2,Feliz,1,1,2,El  Oro
565,1123.96,Hombre,27,13,7,167,3588.75,0,3,2,3,Normal,1,0,1,AZUAY
566,"1.862,05",M,29,18,8,201,7351.89,1,1,4,4,Muy feliz,1,1,1,El Oro
567,451.16,mujer,25,6,12,245,730.9,0,2,1,1,Triste,1,1,2,GUAYAS
568,992.22,Mujer,29,15,8,146,6323.32,1,1,2,4,Muy feliz,0,0,0,Azuay
569,613.79,Mujer,20,15,1,147,588.71,1,1,3,4,Triste,0,0,1,Loja
570,  739,Hombre,34,10,18,136,4978.35,0,2,2,5,Normal,1,0,1,El  Oro
571,863.94,Hombre,22,14,3,162,1518.63,0,2,1,3,Muy feliz,1,1,0,el oro
572,760.96,Hombre ,23,12,2,160,3352,0,2,1,4,Normal,0,0,1,AZUAY
573,"1.023,72",H,48,11,32,185,298.38,0,3,1,3,Triste,1,1,2,Azuay
574,"480,77",HOMBRE,59,18,38,118,781.88,1,1,1,2,Feliz,0,0,0,EL ORO
575,"1.032,65",hombre,59,11,42,218,3226.92,0,3,1,1,Normal,1,1,0,Guayas
576,379.86, Mujer,18,13,0,178,871.43,1,1,1,3,Normal,1,1,0,El Oro
577,"1.403,35",HOMBRE,64,12,46,185,2080.21,1,1,3,1,Muy triste,1,0,2,El  Oro
578,770.54,Hombre ,36,9,21,133,643.86,0,2,3,5,Muy feliz,1,1,2,Guayas
579,  1300, Mujer,20,14,0,187,2181.64,1,1,2,1,Normal,0,0,0,El  Oro
580,  611,mujer,21,13,1,207,733.57,1,1,1,1,Muy triste,0,1,2,guayas
581,834.65,MUJER ,42,10,26,203,2907.38,0,3,1,4,Feliz,1,0,0,El  Oro
582,  273,MUJER ,33,4,17,107,1848.5,0,3,1,2,Feliz,1,0,0,Azuay
